catalog_id,title,issn,eissn,all_issns,title_aliases,area,utd_rank,utd_rating,abs_rank,abs_rating,fms_rank,fms_rating,fmscn_rank,fmscn_rating
issn-1532-9194,MIT Sloan Management Review,1532-9194,,1532-9194,,Management & Organization,,,530,3,406,B,,
issn-2054-1686,Multinational Business Review,2054-1686,,2054-1686,,International Business & Affairs,,,815,3,,,,
issn-2397-3374,Nature Human Behaviour,2397-3374,,2397-3374,,Psychology & Behavior,,,1340,4,,,,
issn-0894-069x,Naval Research Logistics,0894-069X,1520-6750,0894-069X;1520-6750,,Operations & Management Science,,,1237,3,867,B,,
issn-0889-3365,NBER Macroeconomics Annual,0889-3365,,0889-3365,,Economics,,,,,734,B,,
issn-1469-9923,New Political Economy,1469-9923,,1469-9923,,International Business & Affairs,,,1709,3,,,,
issn-0268-1072,"New Technology, Work and Employment",0268-1072,1468-005X,0268-1072;1468-005X,,Human Resources & Employment,,,759,3,471,B,,
issn-0899-7640,Nonprofit and Voluntary Sector Quarterly,0899-7640,1552-7395,0899-7640;1552-7395,,Public Administration & Policy,,,1584,3,978,B,,
issn-1470-7926,Occupational and Environmental Medicine,1470-7926,,1470-7926,,Health Management & Economics,,,1422,3,,,,
issn-0305-0483,Omega,0305-0483,1873-5274,0305-0483;1873-5274,,Operations & Management Science,,,1238,3,868,B,,
issn-0030-364x,Operations Research,0030-364X,1526-5463,0030-364X;1526-5463,,Operations & Management Science,15,UTD24,1217,4*,846,A,,
issn-0167-6377,Operations Research Letters,0167-6377,,0167-6377,,Operations & Management Science,,,,,869,B,,
issn-1350-5084,Organization,1350-5084,1461-7323,1350-5084;1461-7323,,Management & Organization,,,1299,3,913,B,,
issn-0749-5978,Organizational Behavior and Human Decision Processes,0749-5978,1095-9920,0749-5978;1095-9920,,Psychology & Behavior,,,1409,4,931,A,,
issn-1873-3530,Organizational Dynamics,1873-3530,,1873-3530,,Management & Organization,,,1301,3,,,,
issn-1094-4281,Organizational Research Methods,1094-4281,1552-7425,1094-4281;1552-7425,,Management & Organization,,,1297,4,915,B,,
issn-1086-0266,Organization and Environment,1086-0266,1552-7417,1086-0266;1552-7417,,Management & Organization,,,1300,3,914,B,,
issn-1047-7039,Organization Science,1047-7039,1526-5455,1047-7039;1526-5455,,Management & Organization,22,UTD24,1293,4*,905,A,,
issn-0170-8406,Organization Studies,0170-8406,1741-3044,0170-8406;1741-3044,,Management & Organization,,,1296,4,906,A,,
issn-0171-6468,OR Spectrum,0171-6468,1436-6304,0171-6468;1436-6304,,Operations & Management Science,,,1239,3,870,B,,
issn-0305-9049,Oxford Bulletin of Economics and Statistics,0305-9049,1468-0084,0305-9049;1468-0084,,Economics,,,203,3,735,B,,
issn-0030-7653,Oxford Economic Papers,0030-7653,1464-3812,0030-7653;1464-3812,,Economics,,,204,3,343,B,,
issn-1056-8190,Papers in Regional Science,1056-8190,1435-5957,1056-8190;1435-5957,,"Regional, Environmental & Resource Studies",,,1550,3,84,B,,
issn-0191-8869,Personality and Individual Differences,0191-8869,1873-3549,0191-8869;1873-3549,,Psychology & Behavior,,,1356,3,,,,
issn-0146-1672,Personality and Social Psychology Bulletin,0146-1672,1552-7433,0146-1672;1552-7433,,Psychology & Behavior,,,1341,4,947,B,,
issn-0031-5826,Personnel Psychology,0031-5826,1744-6570,0031-5826;1744-6570,,Psychology & Behavior,,,1404,4*,932,A,,
issn-0305-5736,Policy and Politics,0305-5736,1470-8442,0305-5736;1470-8442,,Public Administration & Policy,,,1483,3,979,B,,
issn-0190-292x,Policy Studies Journal,0190-292X,1541-0072,0190-292X;1541-0072,,Public Administration & Policy,,,1484,3,,,,
issn-1552-7514,Politics and Society,1552-7514,,1552-7514,,Social Sciences,,,1710,3,,,,
issn-0098-7921,Population and Development Review,0098-7921,,0098-7921,,Economics,,,,,701,B,,
issn-1748-006x,Proceedings of the Institution of Mechanical Engineers Part O-Journal of Risk and Reliability,1748-006X,,1748-006X,,Risk & Safety Management,,,,,1057,B,,
issn-1059-1478,Production and Operations Management,1059-1478,1937-5956,1059-1478;1937-5956,,Operations & Management Science,18,UTD24,1145,4,827,A,,
issn-0953-7287,Production Planning and Control,0953-7287,1366-5871,0953-7287;1366-5871,,Operations & Management Science,,,1153,3,835,B,,
issn-1477-0288,Progress in Human Geography,1477-0288,,1477-0288,,"Regional, Environmental & Resource Studies",,,1711,3,,,,
issn-0033-2909,Psychological Bulletin,0033-2909,1939-1455,0033-2909;1939-1455,,Psychology & Behavior,,,1342,4,948,B,,
issn-1430-2772,Psychological Research,1430-2772,,1430-2772,,Psychology & Behavior,,,1357,3,,,,
issn-1939-1471,Psychological Review,1939-1471,,1939-1471,,Psychology & Behavior,,,1343,4,,,,
issn-0956-7976,Psychological Science,0956-7976,1467-9280,0956-7976;1467-9280,,Psychology & Behavior,,,1331,4*,933,A,,
issn-0742-6046,Psychology and Marketing,0742-6046,1520-6793,0742-6046;1520-6793,,Marketing,,,1082,3,780,B,,
issn-0361-6843,Psychology of Women Quarterly,0361-6843,1471-6402,0361-6843;1471-6402,,Psychology & Behavior,,,1358,3,949,B,,
issn-1860-0980,Psychometrika,1860-0980,,1860-0980,,Psychology & Behavior,,,1359,3,,,,
issn-0033-3298,Public Administration,0033-3298,1467-9299,0033-3298;1467-9299,,Public Administration & Policy,,,1473,4,969,A,,
issn-0033-3352,Public Administration Review,0033-3352,1540-6210,0033-3352;1540-6210,,Public Administration & Policy,,,1470,4*,970,A,,
issn-1573-7101,Public Choice,1573-7101,,1573-7101,,Economics,,,205,3,,,,
issn-1471-9037,Public Management Review,1471-9037,1471-9045,1471-9037;1471-9045,,Public Administration & Policy,,,1474,4,971,A,,
issn-0033-362x,Public Opinion Quarterly,0033-362X,1537-5331,0033-362X;1537-5331,,Public Administration & Policy,,,1712,3,980,B,,
issn-1759-7323,Quantitative Economics,1759-7323,1759-7331,1759-7323;1759-7331,,Economics,,,142,4,344,B,,
issn-1469-7688,Quantitative Finance,1469-7688,1469-7696,1469-7688;1469-7696,,Finance,,,657,3,264,B,,
issn-1570-7156,Quantitative Marketing and Economics,1570-7156,1573-711X,1570-7156;1573-711X,,Marketing,,,1083,3,781,B,,
issn-0033-5533,Quarterly Journal of Economics,0033-5533,1531-4650,0033-5533;1531-4650,,Economics,,,123,4*,330,A,,
issn-1747-0226,Quarterly Journal of Experimental Psychology,1747-0226,,1747-0226,,Psychology & Behavior,,,1360,3,,,,
issn-1554-0634,Quarterly Journal of Political Science,1554-0634,,1554-0634,,Social Sciences,,,1713,3,,,,
issn-0033-6807,R and D Management,0033-6807,1467-9310,0033-6807;1467-9310,,Strategy & Innovation,,,968,3,1075,B,,
issn-0741-6261,RAND Journal of Economics,0741-6261,1756-2171,0741-6261;1756-2171,,Economics,,,143,4,493,A,,
issn-1080-8620,Real Estate Economics,1080-8620,1540-6229,1080-8620;1540-6229,,Economics,,,206,3,507,B,,
issn-0166-0462,Regional Science and Urban Economics,0166-0462,1879-2308,0166-0462;1879-2308,,"Regional, Environmental & Resource Studies",,,1551,3,85,B,,
issn-0034-3404,Regional Studies,0034-3404,1360-0591,0034-3404;1360-0591,,"Regional, Environmental & Resource Studies",,,1543,4,86,B,,
issn-1748-5983,Regulation and Governance,1748-5983,1748-5991,1748-5983;1748-5991,,Public Administration & Policy,,,1485,3,981,B,,
issn-0951-8320,Reliability Engineering and System Safety,0951-8320,1879-0836,0951-8320;1879-0836,,Risk & Safety Management,,,1240,3,1058,B,,
issn-0191-3085,Research in Organizational Behavior,0191-3085,,0191-3085,,Management & Organization,,,1302,3,916,B,,
issn-0276-5624,Research in Social Stratification and Mobility,0276-5624,,0276-5624,,Social Sciences,,,1714,3,,,,
issn-0733-558x,Research in the Sociology of Organizations,0733-558X,,0733-558X,,Management & Organization,,,1303,3,,,,
issn-0048-7333,Research Policy,0048-7333,1873-7625,0048-7333;1873-7625,,Strategy & Innovation,,,964,4*,1072,A,,
issn-0928-7655,Resource and Energy Economics,0928-7655,,0928-7655,,"Regional, Environmental & Resource Studies",,,,,1028,B,,
issn-1380-6653,Review of Accounting Studies,1380-6653,1573-7136,1380-6653;1573-7136,,Accounting & Auditing,,,6,4,6,A,,
issn-2045-9920,Review of Asset Pricing Studies,2045-9920,2045-9939,2045-9920;2045-9939,,Finance,,,658,3,265,B,,
issn-2046-9128,Review of Corporate Finance Studies,2046-9128,2046-9136,2046-9128;2046-9136,,Finance,,,659,3,266,B,,
issn-1094-2025,Review of Economic Dynamics,1094-2025,1096-6099,1094-2025;1096-6099,,Economics,,,207,3,736,B,,
issn-0034-6535,Review of Economics and Statistics,0034-6535,1530-9142,0034-6535;1530-9142,,Economics,,,144,4,331,A,,
issn-0034-6527,Review of Economic Studies,0034-6527,1467-937X,0034-6527;1467-937X,,Economics,,,124,4*,332,A,,
issn-1750-6816,Review of Environmental Economics and Policy,1750-6816,,1750-6816,,"Regional, Environmental & Resource Studies",,,,,1029,B,,
issn-1572-3097,Review of Finance,1572-3097,1573-692X,1572-3097;1573-692X,,Finance,,,628,4,240,A,,
issn-0893-9454,The Review of Financial Studies,0893-9454,1465-7368,0893-9454;1465-7368,,Finance,6,UTD24,623,4*,241,A,,
issn-0034-6586,Review of Income and Wealth,0034-6586,1475-4991,0034-6586;1475-4991,,Economics,,,208,3,508,B,,
issn-0965-7576,Review of International Economics,0965-7576,,0965-7576,,Economics,,,,,737,B,,
issn-0969-2290,Review of International Political Economy,0969-2290,1466-4526,0969-2290;1466-4526,,International Business & Affairs,,,1715,3,655,B,,
issn-0924-865x,Review of Quantitative Finance and Accounting,0924-865X,1573-7179,0924-865X;1573-7179,,Finance,,,660,3,267,B,,
issn-0272-4332,Risk Analysis,0272-4332,1539-6924,0272-4332;1539-6924,,Risk & Safety Management,,,1690,4,1051,A,,
issn-0925-7535,Safety Science,0925-7535,,0925-7535,,Risk & Safety Management,,,,,1059,B,,
issn-1467-9442,Scandinavian Journal of Economics,1467-9442,,1467-9442,,Economics,,,209,3,,,,
issn-0303-6898,Scandinavian Journal of Statistics,0303-6898,1467-9469,0303-6898;1467-9469,,Statistics & Econometrics,,,210,3,145,B,,
issn-1795-990x,"Scandinavian Journal of Work, Environment and Health",1795-990X,,1795-990X,,Health Management & Economics,,,1423,3,,,,
issn-0162-2439,"Science, Technology & Human Values",0162-2439,,0162-2439,,Strategy & Innovation,,,,,1076,B,,
issn-0138-9130,Scientometrics,0138-9130,,0138-9130,,Information & Library Science,,,,,717,B,,
issn-0967-0106,Security Dialogue,0967-0106,,0967-0106,,Risk & Safety Management,,,,,1060,B,,
issn-2164-3962,Service Science,2164-3962,,2164-3962,,Operations & Management Science,,,,,836,B,,
issn-0097-5397,SIAM Journal on Computing,0097-5397,,0097-5397,,Operations & Management Science,,,,,871,B,,
issn-1052-6234,SIAM Journal on Optimization,1052-6234,1095-7189,1052-6234;1095-7189,,Operations & Management Science,,,1241,3,872,B,,
issn-0921-898x,Small Business Economics,0921-898X,1573-0913,0921-898X;1573-0913,,Entrepreneurship & Small Business,,,482,3,220,B,,
issn-0176-1714,Social Choice and Welfare,0176-1714,1432-217X,0176-1714;1432-217X,,Economics,,,211,3,175,B,,
issn-1534-7605,Social Forces,1534-7605,,1534-7605,,Social Sciences,,,1716,3,,,,
issn-1948-5514,Social Psychological and Personality Science,1948-5514,,1948-5514,,Psychology & Behavior,,,1361,3,,,,
issn-0277-9536,Social Science and Medicine,0277-9536,1873-5347,0277-9536;1873-5347,,Health Management & Economics,,,1691,4,436,B,,
issn-0049-089x,Social Science Research,0049-089X,1096-0317,0049-089X;1096-0317,,Social Sciences,,,1717,3,,,,
issn-1475-1461,Socio-Economic Review,1475-1461,1475-147X,1475-1461;1475-147X,,International Business & Affairs,,,1692,4,656,B,,
issn-1467-9531,Sociological Methodology,1467-9531,,1467-9531,,Social Sciences,,,1718,3,,,,
issn-1467-954x,Sociological Review,1467-954X,,1467-954X,,Social Sciences,,,1719,3,,,,
issn-1469-8684,Sociology,1469-8684,,1469-8684,,Social Sciences,,,1693,4,,,,
issn-0141-9889,Sociology of Health and Illness,0141-9889,1467-9566,0141-9889;1467-9566,,Health Management & Economics,,,1720,3,437,B,,
issn-0883-4237,Statistical Science,0883-4237,,0883-4237,,Statistics & Econometrics,,,,,146,B,,
issn-1017-0405,Statistica Sinica,1017-0405,,1017-0405,,Statistics & Econometrics,,,,,147,B,,
issn-1932-4391,Strategic Entrepreneurship Journal,1932-4391,1932-443X,1932-4391;1932-443X,,Entrepreneurship & Small Business,,,476,4,215,A,,
issn-0143-2095,Strategic Management Journal,0143-2095,1097-0266,0143-2095;1097-0266,,Strategy & Innovation,24,UTD24,1796,4*,1098,A,,
issn-1476-1270,Strategic Organization,1476-1270,1741-315X,1476-1270;1741-315X,,Strategy & Innovation,,,1799,3,1101,B,,
issn-2333-2050,Strategy Science,2333-2050,,2333-2050,,Strategy & Innovation,,,1800,3,1102,B,,
issn-1532-2998,Stress and Health,1532-2998,,1532-2998,,Psychology & Behavior,,,1362,3,,,,
issn-0307-5079,Studies in Higher Education,0307-5079,1470-174X,0307-5079;1470-174X,,Education Management,,,1009,3,196,B,,
issn-1359-8546,Supply Chain Management,1359-8546,1758-6852,1359-8546;1758-6852,,Operations & Management Science,,,1154,3,837,B,,
issn-0040-1625,Technological Forecasting and Social Change,0040-1625,1873-5509,0040-1625;1873-5509,,Strategy & Innovation,,,969,3,,,,
issn-0166-4972,Technovation,0166-4972,1879-2383,0166-4972;1879-2383,,Strategy & Innovation,,,970,3,1077,B,,
issn-1555-7561,Theoretical Economics,1555-7561,1933-6837,1555-7561;1933-6837,,Economics,,,145,4,169,A,,
issn-1460-3616,"Theory, Culture and Society",1460-3616,,1460-3616,,Social Sciences,,,1721,3,,,,
issn-0261-5177,Tourism Management,0261-5177,1879-3193,0261-5177;1879-3193,,"Tourism, Hospitality & Transportation",,,1576,4,1113,A,,
issn-0965-8564,"Transportation Research, Part A: Policy and Practice",0965-8564,1879-2375,0965-8564;1879-2375,,"Tourism, Hospitality & Transportation",,,1585,3,1149,A,,
issn-0191-2615,Transportation Research Part B: Methodological,0191-2615,,0191-2615,,"Tourism, Hospitality & Transportation",,,,,1150,A,,
issn-0968-090x,Transportation Research Part C: Emerging Technologies,0968-090X,,0968-090X,,"Tourism, Hospitality & Transportation",,,,,1155,B,,
issn-1361-9209,"Transportation Research, Part D: Transport and Environment",1361-9209,1879-2340,1361-9209;1879-2340,,"Tourism, Hospitality & Transportation",,,1586,3,1156,B,,
issn-1366-5545,"Transportation Research, Part E: Logistics and Transportation Review",1366-5545,1878-5794,1366-5545;1878-5794,,"Tourism, Hospitality & Transportation",,,1587,3,1157,B,,
issn-1369-8478,Transportation Research Part F: Traffic Psychology and Behaviour,1369-8478,,1369-8478,,"Tourism, Hospitality & Transportation",,,,,1158,B,,
issn-1879-2367,"Transportation Research, Series B: Methodological",1879-2367,,1879-2367,,"Tourism, Hospitality & Transportation",,,1577,4,,,,
issn-0041-1655,Transportation Science,0041-1655,1526-5447,0041-1655;1526-5447,,"Tourism, Hospitality & Transportation",,,1242,3,1151,A,,
issn-0967-070x,Transport Policy,0967-070X,,0967-070X,,"Tourism, Hospitality & Transportation",,,,,1159,B,,
issn-0144-1647,Transport Reviews,0144-1647,,0144-1647,,"Tourism, Hospitality & Transportation",,,,,1160,B,,
issn-0042-0980,Urban Studies,0042-0980,1360-063X,0042-0980;1360-063X,,"Regional, Environmental & Resource Studies",,,1552,3,87,B,,
issn-0043-1397,Water Resources Research,0043-1397,,0043-1397,,"Regional, Environmental & Resource Studies",,,,,1030,B,,
issn-1743-9655,West European Politics,1743-9655,,1743-9655,,Social Sciences,,,1722,3,,,,
issn-0730-8884,Work and Occupations,0730-8884,1552-8464,0730-8884;1552-8464,,Human Resources & Employment,,,760,3,472,B,,
issn-0267-8373,Work and Stress,0267-8373,1464-5335,0267-8373;1464-5335,,Psychology & Behavior,,,1410,4,950,B,,
issn-0950-0170,"Work, Employment and Society",0950-0170,1469-8722,0950-0170;1469-8722,,Human Resources & Employment,,,751,4,473,B,,
issn-0258-6770,World Bank Economic Review,0258-6770,1564-698X,0258-6770;1564-698X,,Economics,,,212,3,509,B,,
issn-0305-750x,World Development,0305-750X,,0305-750X,,Economics,,,1723,3,510,B,,
